email_id,email_type,campaign_id,word_count,total_links,total_images,email_status,customer_id
EMA00084776222560,soft,2,778,11,0,0,26144
EMA00084776246530,aggressive,10,904,6,4,0,18893
EMA00084776276860,soft,20,577,31,22,0,25769
EMA00084776296540,soft,13,1082,21,18,0,23391
EMA00084776458170,soft,18,424,7,0,0,17903
EMA00084776618820,soft,1,1203,0,9,1,17413
EMA00084776619190,soft,22,389,8,0,1,13270
EMA00084776651990,aggressive,6,1216,9,2,0,25725
EMA00084777152980,soft,3,1102,19,3,0,17916
EMA00084777204950,soft,18,778,11,0,0,39867
EMA00084777246760,soft,7,704,9,0,0,28626
EMA00084777262760,soft,8,653,18,3,0,10305
EMA00084777497620,soft,1,518,8,0,0,18196
EMA00084777555180,aggressive,8,704,11,7,0,23113
EMA00084777667610,soft,10,694,0,10,0,35218
EMA00084777687410,soft,6,744,7,0,0,36926
EMA00084777895540,soft,18,593,14,2,0,10996
EMA00084778044030,aggressive,7,1203,3,0,1,17872
EMA00084778190070,soft,22,521,8,0,0,35924
EMA00084778246980,soft,16,694,6,0,0,24489
EMA00084778448910,soft,14,392,11,0,0,22073
EMA00084778468500,aggressive,13,220,4,0,0,26587
EMA00084778612350,aggressive,18,636,6,2,1,39488
EMA00084778626030,soft,13,741,16,15,2,38819
EMA00084778629370,soft,18,684,6,0,0,21973
EMA00084778838570,soft,3,902,8,0,0,32377
EMA00084779091640,soft,16,812,6,0,0,29596
EMA00084779101960,aggressive,18,744,11,4,0,33057
EMA00084779114230,soft,16,721,6,0,0,26183
EMA00084779329700,soft,3,458,11,0,0,23327
EMA00084779431780,aggressive,19,578,6,0,0,26180
EMA00084779474900,soft,22,733,14,0,0,38698
EMA00084779481740,aggressive,12,827,2,0,0,12167
EMA00084779652900,soft,10,678,41,33,0,15313
EMA00084779680810,aggressive,13,630,14,0,0,36499
EMA00084779918100,soft,22,873,24,22,0,24546
EMA00084780001400,soft,9,655,21,4,1,38291
EMA00084780057710,aggressive,7,655,0,1,0,10382
EMA00084780179090,soft,2,440,21,7,1,13093
EMA00084780194310,aggressive,12,704,7,5,1,26284
EMA00084780356910,aggressive,8,605,4,0,1,28507
EMA00084780383390,soft,9,593,21,4,1,16525
EMA00084780407920,soft,3,440,6,0,1,28319
EMA00084780448580,soft,15,623,8,0,1,17450
EMA00084780456520,aggressive,10,678,9,0,0,25619
EMA00084780560050,aggressive,1,713,7,0,0,17313
EMA00084780566680,aggressive,17,314,9,0,0,13308
EMA00084780616070,soft,15,490,6,0,1,31904
EMA00084780660260,aggressive,1,578,6,0,0,23930
EMA00084780696710,soft,13,778,9,0,0,14466
EMA00084780810260,soft,5,700,5,4,0,37646
EMA00084780853780,soft,21,873,9,0,0,34357
EMA00084780860580,soft,22,704,11,3,0,38147
EMA00084780985130,soft,16,577,14,13,0,30215
EMA00084780995760,aggressive,2,392,11,6,0,37148
EMA00084781042080,soft,13,655,4,2,0,36743
EMA00084781425200,soft,7,560,8,1,0,28899
EMA00084781623750,aggressive,9,962,11,0,0,12690
EMA00084781640650,soft,22,419,9,6,0,16961
EMA00084781659550,aggressive,21,778,11,2,0,27135
EMA00084782038730,soft,14,1189,6,0,1,21821
EMA00084782092450,aggressive,9,1309,5,0,0,33962
EMA00084782110760,soft,7,960,8,0,0,15075
EMA00084782111640,aggressive,6,827,4,2,0,20843
EMA00084782135760,soft,20,694,11,2,1,27017
EMA00084782180230,soft,21,314,0,13,0,28181
EMA00084782181760,soft,13,220,11,0,1,20016
EMA00084782205380,aggressive,13,922,14,0,1,38753
EMA00084782215980,soft,3,416,0,4,0,29350
EMA00084782403410,aggressive,12,988,9,0,0,19156
EMA00084782445870,soft,22,593,11,8,0,37783
EMA00084782457970,soft,19,760,16,11,0,37769
EMA00084782518380,soft,10,751,21,3,0,10166
EMA00084782565980,soft,7,741,9,0,0,25133
EMA00084782590970,soft,10,424,11,3,1,16029
EMA00084782731780,aggressive,9,842,11,0,0,32486
EMA00084782773160,aggressive,16,880,9,1,1,14135
EMA00084783046070,soft,20,519,11,0,0,35869
EMA00084783104980,soft,3,577,3,0,0,24332
EMA00084783247310,aggressive,13,311,11,3,1,28746
EMA00084783394880,soft,22,770,6,0,0,26631
EMA00084783661160,soft,4,1122,39,25,0,17659
EMA00084783701130,soft,13,440,21,17,0,22257
EMA00084783775750,soft,1,721,9,0,2,33671
EMA00084783835950,aggressive,3,1122,14,0,0,24242
EMA00084783936850,soft,19,565,14,0,1,35143
EMA00084784044490,soft,16,722,9,0,0,21675
EMA00084784191340,soft,2,519,0,9,0,12896
EMA00084784253640,aggressive,15,282,6,0,1,31833
EMA00084784290920,soft,6,1014,14,8,1,17056
EMA00084784317220,soft,2,700,3,0,0,33926
EMA00084784546500,soft,18,700,4,0,0,12151
EMA00084784750070,soft,16,713,11,4,0,23872
EMA00084784824980,soft,5,700,16,1,0,19024
EMA00084784948190,aggressive,13,314,6,0,1,10786
EMA00084784957270,soft,10,806,4,0,2,38864
EMA00084785004970,aggressive,16,1241,0,0,0,16324
EMA00084785010900,soft,17,741,0,10,0,17262
EMA00084785059810,aggressive,14,868,4,0,0,11421
EMA00084785068510,soft,10,741,11,2,0,39151
EMA00084785289710,soft,19,733,12,4,2,36843
EMA00084785411630,soft,18,314,4,0,1,28466
EMA00084785518750,aggressive,16,700,5,0,0,18538
EMA00084785529900,soft,14,484,8,0,0,25671
EMA00084785637090,aggressive,8,630,6,0,0,14962
EMA00084785756340,soft,16,721,11,8,0,36746
EMA00084785766630,soft,11,733,4,0,0,32461
EMA00084785989330,soft,15,578,6,0,1,39445
EMA00084786030770,aggressive,2,462,8,5,0,36736
EMA00084786103350,aggressive,21,694,5,0,1,29564
EMA00084786407960,soft,10,649,21,5,0,33266
EMA00084786450920,soft,21,366,4,0,0,37766
EMA00084786467860,soft,6,366,6,0,0,14653
EMA00084786555440,soft,7,842,9,0,0,18176
EMA00084786674790,soft,16,504,26,21,0,38088
EMA00084786877010,soft,4,1140,16,5,0,15469
EMA00084786942400,soft,13,419,8,1,1,13630
EMA00084786955540,soft,20,470,4,0,1,39634
EMA00084787042300,soft,1,1038,0,0,0,30631
EMA00084787126550,soft,15,722,16,14,0,21755
EMA00084787164780,soft,15,922,5,0,0,24568
EMA00084787212120,aggressive,11,842,4,0,0,19130
EMA00084787212270,soft,5,661,21,8,0,23759
EMA00084787216310,soft,12,419,11,10,1,24711
EMA00084787226010,soft,17,840,11,4,0,27311
EMA00084787383140,soft,9,733,4,0,1,39267
EMA00084787463110,aggressive,4,922,11,5,0,37206
EMA00084787475380,soft,3,542,31,15,1,14557
EMA00084787489000,soft,6,649,9,3,0,15866
EMA00084787567400,aggressive,19,684,9,0,0,13751
EMA00084787606960,soft,17,542,16,5,0,21985
EMA00084787733150,soft,18,1189,14,2,0,27493
EMA00084787799750,aggressive,3,694,9,0,0,37280
EMA00084787833100,soft,12,694,8,0,1,27306
EMA00084787873980,soft,10,339,15,6,0,12590
EMA00084788025760,soft,1,116,3,0,1,28692
EMA00084788132690,soft,13,542,16,12,0,28106
EMA00084788138420,aggressive,5,458,4,0,0,30528
EMA00084788244600,soft,5,484,8,0,0,18570
EMA00084788400740,soft,22,631,6,0,0,11136
EMA00084788465910,aggressive,5,1014,19,7,0,32488
EMA00084788491960,soft,18,694,0,5,0,17230
EMA00084788608880,soft,19,1140,12,4,0,38033
EMA00084788620290,soft,2,757,12,8,0,37103
EMA00084788758310,soft,8,721,28,14,0,37429
EMA00084788759420,aggressive,11,1122,6,0,0,38698
EMA00084788776120,soft,21,424,6,0,0,21562
EMA00084788894580,soft,22,694,6,0,1,36251
EMA00084788934510,soft,22,565,19,9,2,18760
EMA00084788943340,aggressive,18,542,9,0,0,28750
EMA00084789008980,soft,13,873,4,0,1,28641
EMA00084789297970,soft,2,636,4,0,0,15115
EMA00084789383950,soft,2,392,3,0,0,20087
EMA00084789401310,soft,13,419,4,0,1,14748
EMA00084789563220,soft,17,778,0,0,0,38992
EMA00084789599760,soft,3,722,6,0,0,37806
EMA00084789623430,soft,6,116,11,10,1,21126
EMA00084789683300,soft,2,560,6,0,0,36765
EMA00084789869010,aggressive,12,778,1,0,0,34198
EMA00084789920350,aggressive,15,763,21,8,0,28360
EMA00084790007100,soft,3,220,6,0,1,36294
EMA00084790056970,soft,1,275,11,0,0,25850
EMA00084790168500,soft,4,868,36,35,0,16483
EMA00084790332700,aggressive,13,786,11,1,0,35275
EMA00084790357800,soft,5,778,6,4,0,29219
EMA00084790445450,soft,6,1173,11,1,0,21537
EMA00084790471370,aggressive,4,812,5,0,1,34230
EMA00084790474350,soft,20,1140,14,13,0,24114
EMA00084790651860,soft,22,933,13,0,0,29601
EMA00084790655860,aggressive,8,1280,11,0,0,26719
EMA00084790771160,soft,8,578,21,17,0,28469
EMA00084790908330,aggressive,12,855,8,0,0,21043
EMA00084791129920,soft,13,1216,8,0,0,20586
EMA00084791186810,aggressive,7,713,14,13,0,19220
EMA00084791418290,aggressive,14,934,4,0,0,28726
EMA00084791427220,soft,19,636,8,5,0,19053
EMA00084791570290,aggressive,11,655,4,0,0,16426
EMA00084791909020,soft,6,314,8,0,1,26100
EMA00084792053920,soft,2,678,4,0,0,38329
EMA00084792111390,soft,3,352,8,1,0,35681
EMA00084792148910,aggressive,7,827,3,2,0,32855
EMA00084792149770,soft,6,610,21,11,1,21193
EMA00084792222850,aggressive,8,1189,8,0,2,36977
EMA00084792227640,soft,17,704,26,8,0,24858
EMA00084792274220,soft,13,868,14,12,0,29526
EMA00084792303470,aggressive,10,700,2,0,0,27802
EMA00084792323930,soft,10,972,8,1,0,19517
EMA00084792327860,aggressive,8,470,6,0,0,37512
EMA00084792414070,soft,15,744,4,0,0,27939
EMA00084792425160,aggressive,10,713,6,0,0,19053
EMA00084792668700,aggressive,22,636,3,0,0,26343
EMA00084792835320,soft,3,542,14,9,2,24960
EMA00084792981010,soft,14,778,8,4,1,27493
EMA00084793038120,aggressive,4,741,16,3,0,14283
EMA00084793116190,soft,11,1103,5,0,0,17786
EMA00084793216260,aggressive,2,1122,6,4,1,11971
EMA00084793257850,aggressive,11,694,6,4,0,15090
EMA00084793270180,aggressive,11,966,5,0,0,23391
EMA00084793290480,soft,17,560,31,15,0,25662
EMA00084793339840,soft,20,608,9,0,0,32429
EMA00084793471620,soft,14,741,1,0,2,24169
EMA00084793483770,aggressive,9,741,4,0,0,16961
EMA00084793609480,soft,11,855,21,5,0,26194
EMA00084793966170,soft,7,565,14,13,0,10483
EMA00084793976560,soft,2,352,24,16,2,14635
EMA00084793978720,soft,3,521,11,5,0,17284
EMA00084794189000,soft,19,988,4,0,0,26991
EMA00084794296000,soft,7,339,6,0,0,39278
EMA00084794320670,soft,19,922,6,0,0,37588
EMA00084794339870,soft,15,904,8,0,0,38407
EMA00084794390570,aggressive,15,933,14,2,0,18401
EMA00084794396020,aggressive,3,1082,16,11,0,31258
EMA00084794420160,soft,4,1103,11,4,0,35033
EMA00084794483530,aggressive,15,721,1,0,0,37820
EMA00084794493710,soft,18,424,24,11,0,33394
EMA00084794503080,soft,17,392,1,0,2,25359
EMA00084794581180,soft,8,827,7,0,1,18191
EMA00084794675520,soft,19,419,11,0,1,37578
EMA00084794788880,aggressive,18,922,5,0,0,14762
EMA00084794819330,soft,9,771,4,1,1,17351
EMA00084794859300,soft,13,1229,9,0,0,12128
EMA00084794969190,soft,19,440,9,4,0,12204
EMA00084795043910,soft,12,741,7,5,0,25955
EMA00084795176300,soft,10,253,4,1,0,32514
EMA00084795189250,soft,18,892,9,1,1,12248
EMA00084795259930,soft,20,504,11,10,0,37600
EMA00084795369880,soft,18,233,6,0,0,14998
EMA00084795463440,soft,15,733,6,4,0,18675
EMA00084795469510,aggressive,9,653,6,0,1,12599
EMA00084795477130,aggressive,14,605,9,8,2,35445
EMA00084795594810,soft,13,649,6,0,0,36890
EMA00084795601350,soft,3,796,8,6,1,33616
EMA00084795881560,soft,17,892,0,2,0,14767
EMA00084795889850,soft,11,796,6,0,0,32181
EMA00084795902890,soft,15,694,21,9,0,26981
EMA00084795922540,soft,2,521,6,0,0,28899
EMA00084795975790,soft,3,1173,6,0,0,30336
EMA00084796003560,soft,4,458,6,0,0,27534
EMA00084796229960,soft,6,610,8,0,0,28701
EMA00084796673090,soft,10,550,14,0,0,25532
EMA00084796705240,aggressive,4,737,6,3,0,28008
EMA00084796924900,soft,18,550,6,0,0,35889
EMA00084796947310,soft,7,988,6,0,1,32154
EMA00084797004240,aggressive,20,700,6,0,0,28102
EMA00084797147760,soft,19,605,0,2,0,13199
EMA00084797208410,soft,4,311,6,0,1,13587
EMA00084797334450,aggressive,19,653,11,2,0,22165
EMA00084797352050,aggressive,6,730,11,8,0,19118
EMA00084797409190,soft,19,565,7,0,0,36714
EMA00084797560680,soft,9,352,31,20,0,30205
EMA00084797561690,soft,21,578,9,0,0,16275
EMA00084797598500,aggressive,10,542,11,10,0,14135
EMA00084797682750,soft,10,623,31,25,2,38241
EMA00084797725650,soft,8,713,6,0,0,18603
EMA00084797765660,soft,16,1241,0,3,0,33444
EMA00084797921610,soft,3,827,6,0,0,12535
EMA00084797981050,aggressive,4,593,6,0,0,38419
EMA00084798019040,soft,3,694,14,10,2,33529
EMA00084798074590,aggressive,22,673,16,15,0,28291
EMA00084798105250,soft,6,1189,21,11,0,33174
EMA00084798128340,aggressive,3,1189,0,0,0,17263
EMA00084798212020,aggressive,11,1241,0,10,0,38785
EMA00084798227590,aggressive,16,868,4,1,0,39509
EMA00084798268750,soft,16,855,16,0,1,28739
EMA00084798302220,soft,3,577,10,6,0,28008
EMA00084798446880,soft,5,484,11,10,0,34740
EMA00084798470340,aggressive,21,931,4,0,0,18090
EMA00084798578900,aggressive,5,623,4,0,1,21860
EMA00084798600080,soft,1,988,11,4,0,37152
EMA00084798708050,aggressive,10,760,41,31,0,25180
EMA00084798744080,soft,18,722,21,6,1,26542
EMA00084798833960,aggressive,15,966,4,0,0,11635
EMA00084798977720,aggressive,9,1014,8,4,1,39706
EMA00084799099480,soft,12,655,11,0,0,12690
EMA00084799371450,aggressive,14,484,14,0,0,25755
EMA00084799485520,soft,21,786,11,1,0,35770
EMA00084799490420,soft,13,623,8,0,0,30022
EMA00084799675430,soft,20,40,6,0,1,17868
EMA00084799683640,soft,22,623,11,9,0,13175
EMA00084799821210,soft,16,880,21,20,0,25853
EMA00084799978240,soft,13,593,16,2,0,12248
EMA00084799979420,soft,19,220,12,9,0,34590
EMA00084800130300,aggressive,16,988,4,0,0,10378
EMA00084800398360,soft,14,673,11,5,0,11421
EMA00084800445590,aggressive,12,812,11,4,0,12045
EMA00084800530760,soft,1,694,8,0,0,18272
EMA00084800537730,soft,13,187,11,5,1,33889
EMA00084800695350,soft,11,560,6,0,0,31743
EMA00084800756840,soft,5,484,4,0,0,28403
EMA00084800958950,soft,13,605,7,0,1,22538
EMA00084801094400,aggressive,19,713,16,0,0,28372
EMA00084801098170,aggressive,16,550,6,0,0,15665
EMA00084801180760,soft,6,1189,9,4,0,35156
EMA00084801196320,soft,15,1189,11,0,0,28739
EMA00084801467070,soft,18,608,10,7,0,13680
EMA00084801476470,aggressive,19,873,8,0,0,37825
EMA00084801553700,aggressive,11,741,4,0,0,39036
EMA00084801671820,soft,13,1229,19,15,0,36163
EMA00084801703630,soft,1,1140,6,0,0,18084
EMA00084802235960,aggressive,20,806,4,0,0,17329
EMA00084802480600,soft,14,796,19,5,0,20228
EMA00084802510610,aggressive,7,694,5,0,0,33172
EMA00084802843210,soft,5,440,21,5,1,35447
EMA00084802916680,soft,6,233,31,25,0,12296
EMA00084803013690,soft,1,1140,11,0,0,20134
EMA00084803019440,soft,16,1122,9,7,1,14887
EMA00084803046900,aggressive,5,733,6,0,0,36030
EMA00084803061510,aggressive,19,1316,16,15,0,15745
EMA00084803103020,soft,3,721,4,0,0,39795
EMA00084803153640,aggressive,5,773,3,0,0,19918
EMA00084803229480,soft,19,366,21,8,0,15409
EMA00084803328080,soft,13,636,6,0,0,22540
EMA00084803423110,aggressive,21,1014,8,0,0,19208
EMA00084803443370,soft,6,524,7,0,0,29628
EMA00084803500560,soft,9,490,9,0,0,10101
EMA00084803622720,soft,12,806,14,11,0,39568
EMA00084803652960,soft,1,578,11,0,0,19128
EMA00084803811740,aggressive,22,778,0,0,0,27599
EMA00084803823370,soft,11,649,21,12,0,18095
EMA00084803896540,soft,13,67,11,8,0,26252
EMA00084804145590,soft,17,424,24,6,1,18325
EMA00084804218330,soft,9,458,11,4,0,15646
EMA00084804237680,soft,5,560,11,1,0,16276
EMA00084804299180,aggressive,21,700,4,1,0,15646
EMA00084804466200,soft,4,733,6,0,0,22696
EMA00084804482340,soft,13,1038,21,6,0,17523
EMA00084804540060,soft,21,649,5,0,0,39567
EMA00084804584490,aggressive,1,934,31,18,0,27339
EMA00084804900250,soft,9,1061,16,1,1,32647
EMA00084804997760,soft,7,577,5,0,0,23957
EMA00084805013610,soft,3,194,6,2,1,15284
EMA00084805081460,aggressive,2,694,16,0,0,36537
EMA00084805215890,aggressive,6,1189,9,0,0,38606
EMA00084805310010,soft,16,424,4,3,0,21872
EMA00084805355110,aggressive,18,868,8,6,0,29374
EMA00084805389180,soft,13,1103,8,0,0,16637
EMA00084805389550,soft,10,655,6,0,0,17789
EMA00084805439390,soft,2,1271,4,0,0,21099
EMA00084805494720,soft,1,842,8,0,0,34885
EMA00084805594170,soft,8,40,19,9,0,11662
EMA00084805936120,soft,15,366,11,10,0,19427
EMA00084806068370,soft,1,67,1,0,1,34508
EMA00084806156750,aggressive,12,649,4,0,0,21798
EMA00084806359300,aggressive,10,524,8,0,1,33285
EMA00084806503880,aggressive,22,684,16,12,0,39035
EMA00084806547880,soft,17,560,21,17,1,27973
EMA00084806592660,soft,13,1203,11,0,0,22242
EMA00084806853960,soft,19,251,6,0,0,30218
EMA00084806926230,soft,15,673,4,0,0,10843
EMA00084806954900,soft,2,419,4,0,1,25286
EMA00084807057370,soft,11,730,7,0,0,10088
EMA00084807079250,aggressive,10,484,11,0,0,19098
EMA00084807080410,soft,13,490,6,0,0,28550
EMA00084807085240,aggressive,11,1203,4,0,0,13419
EMA00084807178170,soft,13,145,6,2,1,11215
EMA00084807309150,aggressive,15,578,21,18,0,35432
EMA00084807433370,aggressive,12,806,3,0,0,10318
EMA00084807472370,soft,20,1082,6,0,0,19049
EMA00084807491390,soft,14,713,21,20,0,24992
EMA00084807515100,soft,3,655,6,0,0,26005
EMA00084807572400,soft,9,605,0,0,0,30809
EMA00084807621950,aggressive,3,988,6,0,0,37212
EMA00084807692180,aggressive,7,880,7,4,0,11349
EMA00084807743730,soft,6,470,6,0,1,16622
EMA00084807808100,soft,15,1303,2,0,0,29971
EMA00084807836280,aggressive,20,840,6,2,0,31892
EMA00084807974950,soft,13,40,6,5,1,18534
EMA00084808011460,soft,14,424,21,8,1,14056
EMA00084808206880,aggressive,16,1060,8,0,0,18760
EMA00084808240200,aggressive,8,841,6,0,0,29060
EMA00084808245390,soft,12,1241,4,0,0,14532
EMA00084808326930,soft,1,778,11,0,0,26441
EMA00084808571420,soft,4,392,9,6,0,18143
EMA00084808780200,aggressive,20,812,11,0,0,21880
EMA00084808794760,soft,22,1189,4,3,0,32933
EMA00084808990530,soft,18,458,8,0,0,17885
EMA00084809082010,soft,4,608,14,7,1,24234
EMA00084809120300,soft,3,649,14,10,0,30671
EMA00084809121480,aggressive,2,855,6,0,0,12523
EMA00084809153750,aggressive,22,1038,3,0,0,22004
EMA00084809160100,aggressive,6,673,11,0,1,39930
EMA00084809256950,aggressive,20,1082,14,8,0,39967
EMA00084809345180,soft,6,623,31,19,0,31605
EMA00084809389620,soft,19,855,6,0,0,14179
EMA00084809528880,soft,14,653,8,0,0,36696
EMA00084809663660,soft,13,630,4,0,2,36499
EMA00084809671000,soft,22,922,11,8,0,33297
EMA00084809725520,soft,7,560,8,0,0,12262
EMA00084809916340,soft,10,760,14,9,0,12690
EMA00084809960100,aggressive,4,416,11,0,2,14668
EMA00084810011810,soft,20,1203,0,14,0,14675
EMA00084810184840,soft,13,470,4,0,0,17419
EMA00084810343770,soft,20,655,4,2,0,18935
EMA00084810348540,soft,8,519,11,5,1,25547
EMA00084810352610,aggressive,21,462,8,0,2,34599
EMA00084810454850,soft,10,778,16,9,0,27280
EMA00084810466510,soft,1,416,11,0,0,14459
EMA00084810485680,soft,5,694,11,0,0,14694
EMA00084810593120,aggressive,22,67,2,0,0,13243
EMA00084810658870,soft,20,190,6,0,0,17235
EMA00084810781630,soft,16,40,4,0,1,38837
EMA00084810901970,soft,13,392,16,6,1,18173
EMA00084810932810,soft,5,673,9,0,0,16568
EMA00084810972400,soft,4,1288,21,11,0,38342
EMA00084811135330,soft,20,757,14,10,0,38775
EMA00084811177600,soft,7,694,11,0,0,33424
EMA00084811215370,aggressive,21,806,1,0,1,32167
EMA00084811279790,soft,19,190,9,0,0,35110
EMA00084811283580,soft,5,988,6,0,0,16029
EMA00084811402270,aggressive,12,419,4,0,0,31422
EMA00084811414660,soft,14,339,11,6,0,35690
EMA00084811463160,soft,16,1122,10,5,0,22354
EMA00084811470520,soft,3,868,11,2,0,38746
EMA00084811700210,aggressive,8,519,2,0,0,31901
EMA00084811872800,aggressive,19,912,16,2,0,24173
EMA00084811930410,soft,10,1203,14,8,0,26055
EMA00084812244700,soft,4,605,11,0,0,37600
EMA00084812260640,soft,22,608,9,4,0,12523
EMA00084812263980,soft,22,389,4,2,1,31716
EMA00084812326150,soft,5,655,6,0,0,31900
EMA00084812416660,soft,19,524,16,0,0,39897
EMA00084812458430,soft,6,419,11,2,0,15099
EMA00084812583650,soft,4,855,19,5,0,37210
EMA00084812741240,soft,21,1122,11,3,0,17419
EMA00084812765520,aggressive,18,593,4,0,0,21141
EMA00084812772570,soft,15,275,16,13,1,34913
EMA00084812835220,soft,13,1189,14,0,0,30564
EMA00084812972670,soft,8,416,11,7,0,16403
EMA00084813009540,soft,18,700,9,0,1,31697
EMA00084813013000,soft,1,962,2,0,0,26055
EMA00084813089120,soft,13,1216,6,1,0,26370
EMA00084813172520,soft,6,934,11,0,1,10422
EMA00084813351060,soft,13,145,6,0,1,34898
EMA00084813381420,aggressive,6,694,4,0,0,12950
EMA00084813395550,soft,18,416,4,2,0,33862
EMA00084813414720,aggressive,21,730,3,0,0,14484
EMA00084813460900,aggressive,12,1216,11,1,0,24411
EMA00084813614320,soft,15,560,5,0,0,24794
EMA00084813658810,soft,6,311,8,0,1,17805
EMA00084813873530,soft,7,796,0,9,0,33392
EMA00084813873610,soft,10,649,9,1,0,39488
EMA00084813882010,aggressive,18,700,9,5,0,12468
EMA00084813900650,soft,9,922,11,2,1,27516
EMA00084813912650,soft,7,605,9,0,0,25548
EMA00084813931040,soft,10,721,3,0,0,38572
EMA00084813979370,soft,3,1157,0,0,0,16956
EMA00084813987970,soft,16,933,4,0,1,34334
EMA00084814095640,soft,1,1061,9,0,1,18316
EMA00084814114770,soft,1,655,31,29,1,13475
EMA00084814164640,aggressive,5,440,11,0,0,34452
EMA00084814524270,soft,16,253,5,0,0,22354
EMA00084814600060,soft,1,713,19,7,0,15822
EMA00084814644520,soft,7,700,14,10,0,29130
EMA00084814777230,soft,9,841,8,6,0,24731
EMA00084814891100,aggressive,10,593,4,0,0,11146
EMA00084814984110,soft,7,524,6,0,0,15822
EMA00084815162650,soft,11,678,21,17,2,14653
EMA00084815283510,soft,17,760,9,8,0,34825
EMA00084815344530,soft,4,694,6,0,0,24924
EMA00084815381150,aggressive,18,768,8,0,0,38176
EMA00084815439120,soft,19,741,14,11,0,36499
EMA00084815471110,aggressive,2,760,11,6,0,22997
EMA00084815559810,aggressive,9,1252,8,7,0,11842
EMA00084815726910,soft,21,1157,29,24,0,12545
EMA00084815789290,soft,2,490,11,1,0,25406
EMA00084815790680,soft,5,623,21,11,0,29679
EMA00084815819880,soft,8,419,6,0,1,23831
EMA00084815954140,aggressive,1,1173,16,14,2,15198
EMA00084816019930,soft,19,233,14,0,0,24418
EMA00084816126770,soft,20,542,11,7,1,28412
EMA00084816155120,aggressive,6,694,5,0,0,17297
EMA00084816178930,aggressive,12,1122,9,0,1,19657
EMA00084816236570,aggressive,2,190,5,0,0,34319
EMA00084816323400,soft,15,904,6,0,0,27824
EMA00084816386710,aggressive,1,904,11,0,0,15822
EMA00084816512740,soft,11,842,26,22,0,22662
EMA00084816690200,soft,16,67,5,1,1,18189
EMA00084816695560,soft,15,684,5,1,0,39930
EMA00084816716450,aggressive,14,655,14,6,0,22647
EMA00084816777560,aggressive,8,1140,11,0,0,34379
EMA00084816796150,aggressive,12,1140,4,0,1,37942
EMA00084816929680,aggressive,20,855,11,0,0,33946
EMA00084817154030,soft,16,282,6,0,0,11387
EMA00084817199740,soft,7,763,18,12,0,12886
EMA00084817251900,aggressive,10,1296,4,0,0,19100
EMA00084817285530,soft,11,678,11,3,0,38565
EMA00084817558480,soft,9,1082,6,0,0,39766
EMA00084817591850,soft,12,902,5,0,0,37860
EMA00084817984920,aggressive,11,608,2,0,0,31979
EMA00084818001130,soft,9,608,14,6,0,35410
EMA00084818110660,aggressive,10,678,16,1,0,34241
EMA00084818184170,aggressive,21,904,6,2,0,35883
EMA00084818204250,soft,20,678,11,0,2,25495
EMA00084818233740,soft,20,490,4,0,0,32072
EMA00084818269480,soft,3,931,21,4,0,21296
EMA00084818342980,soft,14,521,6,0,0,32635
EMA00084818442650,soft,9,1140,4,0,0,39801
EMA00084818588920,soft,13,855,6,0,0,29523
EMA00084818699290,aggressive,17,694,14,12,0,36681
EMA00084818744620,soft,16,366,6,3,0,15757
EMA00084818795320,aggressive,19,741,6,0,0,36841
EMA00084818916930,soft,7,524,19,12,0,35803
EMA00084819033890,aggressive,16,565,9,0,0,25445
EMA00084819052000,soft,9,855,4,0,0,21296
EMA00084819141830,soft,16,366,6,0,1,33416
EMA00084819393720,soft,10,1173,21,5,0,23404
EMA00084819489200,soft,12,518,8,0,0,14798
EMA00084819516610,aggressive,22,520,9,0,0,16080
EMA00084819618240,soft,18,560,4,0,0,17337
EMA00084819659540,soft,17,275,11,0,0,15475
EMA00084819769370,soft,10,653,8,0,1,20602
EMA00084819814000,aggressive,21,827,21,17,1,29718
EMA00084819934990,soft,4,565,6,0,1,11362
EMA00084819942920,soft,4,311,6,0,0,24322
EMA00084819952750,aggressive,3,678,3,0,0,35479
EMA00084820006180,soft,3,51,4,0,0,34841
EMA00084820025860,aggressive,17,40,4,1,0,18681
EMA00084820038140,aggressive,7,700,4,0,1,32856
EMA00084820360460,soft,10,339,14,0,2,29037
EMA00084820580910,soft,7,1173,14,7,0,22069
EMA00084820866520,soft,5,416,6,0,0,25010
EMA00084820882940,soft,22,314,14,0,0,19624
EMA00084820951050,soft,17,1203,18,7,0,14237
EMA00084821137580,soft,6,419,21,8,0,38819
EMA00084821179070,aggressive,17,757,1,0,1,31368
EMA00084821309830,soft,12,1103,0,19,0,13243
EMA00084821485290,soft,20,67,11,0,0,16023
EMA00084821624070,soft,4,988,26,23,0,18084
EMA00084821672620,soft,17,684,8,7,0,35112
EMA00084821674140,soft,17,524,6,0,0,39806
EMA00084821718190,soft,5,484,9,8,0,17308
EMA00084821740930,soft,9,194,11,6,0,26417
EMA00084821846140,soft,2,440,11,0,0,27938
EMA00084822008890,soft,2,806,9,0,1,23365
EMA00084822168860,aggressive,15,694,11,4,0,28858
EMA00084822200140,soft,16,678,16,0,0,34499
EMA00084822230560,soft,3,1014,11,0,0,28099
EMA00084822232610,soft,3,389,11,0,0,37723
EMA00084822275150,aggressive,10,1060,8,6,0,38191
EMA00084822300530,soft,20,960,21,16,0,13125
EMA00084822343810,soft,13,931,15,0,0,26441
EMA00084822450740,aggressive,7,254,0,0,0,14118
